sequence,native_EAO_contribution_pp,M67_EAO_contribution_pp,M82_EAO_contribution_pp,M67_EAO_delta_pp,M82_EAO_delta_pp,native_ACC_contribution_pp,M67_ACC_contribution_pp,M82_ACC_contribution_pp,M67_ACC_delta_pp,M82_ACC_delta_pp,native_ROB_contribution_pp,M67_ROB_contribution_pp,M82_ROB_contribution_pp,M67_ROB_delta_pp,M82_ROB_delta_pp
humans_shirts_room_occ_1_B_1,0.26352758015943056,0.2680198555226986,0.29609989676838283,0.004492275363268017,0.03257231660895227,0.2871708595965605,0.29747546047137946,0.28950599482658534,0.010304600874818937,0.0023351352300248207,0.6328878760481045,0.6328878760481045,0.5963448881719825,0.0,-0.03654298787612198
humans_shirts_room_occ_1_B_2,0.22788151169416274,0.24730813734084822,0.27270278418925126,0.019426625646685486,0.04482127249508852,0.25838751875911825,0.25888924508276373,0.24435783537309894,0.0005017263236454794,-0.014029683386019315,0.6056402571184405,0.5988353104092445,0.5607565660577863,-0.006804946709195958,-0.04488369106065415
jug_1,0.038619719614856336,0.038683656873750666,0.0382637422630111,6.393725889432961e-05,-0.0003559773518452339,0.0805945512378702,0.0819136402053748,0.08289663937106444,0.0013190889675046003,0.002302088133194241,0.3009623363594704,0.3009623363594704,0.3009623363594704,0.0,0.0
lamp02_indoor_1,1.2007908339198905,1.1867913414629006,1.107930055819741,-0.013999492456989948,-0.09286077810014959,1.0756294901667232,1.0887523003997448,0.9939195126952935,0.013122810233021642,-0.0817099774714296,1.2013722891715486,1.2013722891715486,1.0828440409988198,0.0,-0.11852824817272878
mobilephone03_indoor_2,0.18557616317677644,0.1837550426817267,0.18148430522105588,-0.0018211204950497328,-0.0040918579557205625,0.23247938498257364,0.23371107962191287,0.23615358137438416,0.0012316946393392258,0.003674196391810519,0.5127506471309495,0.5127506471309495,0.5127506471309495,0.0,0.0
mug_ankara_1,0.06403816976208425,0.06391025271173792,0.06293627424876408,-0.0001279170503463295,-0.0011018955133201697,0.11349590062284201,0.1146772964327875,0.11539196565426978,0.0011813958099454874,0.0018960650314277655,0.33687965222130023,0.33687965222130023,0.33687965222130023,0.0,0.0
mug_gs_1,0.1879271156089822,0.1869848461570325,0.18131492124836002,-0.0009422694519496955,-0.006612194360622187,0.23304175815283834,0.23586849546332758,0.23483985595170234,0.0028267373104892413,0.0017980977988640012,0.5226588721962819,0.5226588721962819,0.5226588721962819,0.0,0.0
notebook01_indoor_1,0.603041313612819,0.6183663284227403,0.5399644647812035,0.015325014809921322,-0.06307684883161546,0.5222228058926813,0.451432697838582,0.4923322917754643,-0.07079010805409935,-0.02989051411721705,0.8059880799549738,0.6809553184786459,0.7416285867966409,-0.1250327614763279,-0.06435949315833289
paperpunch_3,0.009772220092372231,0.009199411831337484,0.00906558312407282,-0.0005728082610347469,-0.0007066369682994112,0.04504635871426543,0.04354908818296335,0.04409149164907186,-0.0014972705313020807,-0.0009548670651935709,0.20188008570614682,0.20188008570614682,0.20188008570614682,0.0,0.0
person_outside_1,0.782883975229522,0.7736535890222209,0.7657828063882566,-0.0092303862073011,-0.017101168841265446,0.6791909389166247,0.6854715009237282,0.697145742999405,0.006280562007103474,0.017954804082780274,0.9970151471990686,0.9970151471990686,0.9970151471990686,0.0,0.0
pigeon01_wild_1,0.5530360340590101,0.543531972314797,0.5452073891255885,-0.009504061744213144,-0.007828644933421613,0.5237275358891155,0.5242822791480417,0.5059116044170019,0.000554743258926238,-0.017815931472113578,0.8211441522894193,0.8211441522894193,0.8035807030844143,0.0,-0.017563449205004966
pigeon02_wild_1,0.06714729293244828,0.06662905993023094,0.06003360489794795,-0.0005182330022173443,-0.007113688034500333,0.11005932842066948,0.1112289690268881,0.09233450106581191,0.0011696406062186165,-0.017724827354857572,0.36660432741729726,0.36660432741729726,0.31599187903836684,0.0,-0.05061244837893042
pigeon04_wild_1,0.0,0.0,0.0,0.0,0.0,0.017731128985428755,0.017956357730408025,0.018301670682638733,0.00022522874497927017,0.000570541697209978,0.12385281331665449,0.12385281331665449,0.12385281331665449,0.0,0.0
pot_indoor_1,0.0,0.0,0.0,0.0,0.0,0.00455123369179657,0.004613351650810142,0.004734773014777079,6.21179590135721e-05,0.00018353932298050945,0.03839437212816289,0.03839437212816289,0.03839437212816289,0.0,0.0
pot_indoor_2,0.0,0.0,0.0,0.0,0.0,0.016759484203028443,0.016918248420992325,0.017281525609248193,0.0001587642179638818,0.0005220414062197497,0.11146753198498904,0.11146753198498904,0.11146753198498904,0.0,0.0
pot_indoor_3,0.013851674113297461,0.013822241602649447,0.013759918042682107,-2.9432510648014568e-05,-9.175607061535397e-05,0.052817630254293035,0.053414632361266146,0.054414418542550635,0.0005970021069731102,0.0015967882882576,0.21674242330414537,0.21674242330414537,0.21674242330414537,0.0,0.0
robot_corridor_occ_1_1,0.1493270278392984,0.1474817937914466,0.14255051713570635,-0.001845234047851807,-0.006776510703592059,0.18354711073739022,0.1846870227638273,0.18581606390091351,0.0011399120264370954,0.0022689531635232962,0.5350441535279474,0.5350441535279474,0.5350441535279474,0.0,0.0
robot_human_corridor_noocc_1_B_1,0.763251192957183,0.7371008566862375,0.6870918383889442,-0.02615033627094554,-0.07615935456823886,0.6627869033565675,0.6530249679348713,0.5298067141207108,-0.009761935421696233,-0.13298018923585675,1.1109597354503908,1.054767973560621,0.8282955614525362,-0.05619176188976982,-0.2826641739978546
robot_lab_occ_1,1.3241725074504538,1.3186989779809999,1.3134948905630346,-0.005473529469453897,-0.010677616887419195,1.170391282553012,1.1955443740853224,1.226986051653647,0.02515309153231038,0.05659476910063499,1.25462899889771,1.25462899889771,1.25462899889771,0.0,0.0
roller_indoor_1,0.010661128336188671,0.010531247879222251,0.01054008529908004,-0.00012988045696642019,-0.00012104303710863164,0.04835189016173572,0.04833779335396744,0.04953217081139879,-1.4096807768274044e-05,0.0011802806496630722,0.20311861383931337,0.20311861383931337,0.20311861383931337,0.0,0.0
roller_indoor_2,0.0,0.0,0.0,0.0,0.0,0.01821600755488872,0.018159368215288338,0.018601634840380122,-5.6639339600383226e-05,0.00038562728549140085,0.1263298695829876,0.1263298695829876,0.1263298695829876,0.0,0.0
roller_indoor_4,0.0,0.0,0.0,0.0,0.0,0.019838839615495,0.020272418869941442,0.02061172304720264,0.000433579254446443,0.0007728834317076404,0.13499956651515338,0.13499956651515338,0.13499956651515338,0.0,0.0
shoes02_indoor_1,0.2395864483600627,0.24677664861587978,0.15565958767978752,0.00719020025581707,-0.08392686068027519,0.11302198110027581,0.11979806057924734,0.07708466108675462,0.006776079478971533,-0.03593732001352119,0.1997798319338178,0.20512552749894172,0.13426398163567096,0.005345695565123931,-0.06551585029814683
shoes02_indoor_2,0.026394918777944563,0.025938393084183792,0.034146505873451666,-0.00045652569376077035,0.007751587095507103,0.0229409564682154,0.02304416783648086,0.018383985363989323,0.00010321136826546215,-0.004556971104226076,0.11026770785598397,0.11026770785598397,0.08663891331541596,0.0,-0.023628794540568016
squirrel_wild_1,0.13244957090521442,0.1315222287551079,0.12950905703167534,-0.0009273421501065082,-0.00294051387353908,0.18023543643832526,0.1820132270790927,0.1834093800144301,0.0017777906407674404,0.003173943576104843,0.4557783530052885,0.4557783530052885,0.4557783530052885,0.0,0.0
squirrel_wild_2,0.09914369630380604,0.0987713151220498,0.09684020079303553,-0.00037238118175624,-0.002303495510770512,0.14501524346378972,0.14542951326863382,0.14676738275125267,0.0004142698048441029,0.001752139287462956,0.4087142839449598,0.4087142839449598,0.4087142839449598,0.0,0.0
squirrel_wild_3,0.0033032441395317844,0.003259291022276197,0.003217737351813349,-4.3953117255587405e-05,-8.550678771843557e-05,0.030208353615940067,0.030134453073516344,0.03027746224428866,-7.390054242372227e-05,6.910862834859366e-05,0.16843982611065011,0.16843982611065011,0.16843982611065011,0.0,0.0
stick_indoor_1,0.7807452115432929,0.5665592392253679,0.535515571353967,-0.21418597231792502,-0.24522964018932591,0.5854902833173505,0.3485101187378256,0.3228220858342863,-0.23698016457952492,-0.26266819748306425,0.7955705529687614,0.49677585738505514,0.4904167194256971,-0.2987946955837063,-0.30515383354306436
teapot_1,0.06602890207375817,0.06506203226814158,0.06466303169060353,-0.0009668698056165825,-0.0013658703831546382,0.11285966244071573,0.11279288070668919,0.1147540732064871,-6.678173402653587e-05,0.001894410765771376,0.35298051795246527,0.35298051795246527,0.35298051795246527,0.0,0.0
toiletpaper01_indoor_1,0.01909626631572022,0.019159397455466094,0.03204465645377425,6.313113974587212e-05,0.01294839013805403,0.05625149617927744,0.057137485955438855,0.05570840552250548,0.0008859897761614166,-0.0005430906567719593,0.24522857036697587,0.24522857036697587,0.23691051584447798,0.0,-0.008318054522497897
toiletpaper01_indoor_2,1.6253159386062317,1.600656858689712,1.5532628329923504,-0.02465907991651961,-0.07205310561388134,1.555289086519489,1.515964590717259,1.5711070192404444,-0.039324495802230075,0.01581793272095533,1.4484432922215782,1.3951558634620242,1.4484432922215782,-0.053287428759553945,0.0
toy02_indoor_1,1.5013966527474405,1.422972141391408,1.2584618341920308,-0.07842451135603246,-0.24293481855540966,1.4058687909235024,1.3434873202673088,1.1642261953817656,-0.062381470656193594,-0.24164259554173673,1.4057294311440285,1.3528880415815814,1.1777623635297927,-0.052841389562447105,-0.2279670676142358
toy09_indoor_1,1.2054654180111892,1.138885066434024,1.2027923268654075,-0.06658035157716524,-0.0026730911457817363,0.7847765694386323,0.7641461972860398,0.8989527545753051,-0.020630372152592447,0.11417618513667283,0.7201799970013208,0.7222691267394576,0.8685082084090296,0.002089129738136797,0.1483282114077088
toy_office_noocc_1_1,1.1190047171904087,1.0893762860682035,1.0777277150967584,-0.029628431122205257,-0.04127700209365037,0.9241421494369432,0.921156261793051,0.9698413145737748,-0.002985887643892182,0.04569916513683159,1.2149960986363806,1.2149960986363806,1.1740886924928102,0.0,-0.04090740614357036
trashcan_room_occ_1_2,0.0,0.0,0.0,0.0,0.0,0.014160468631903289,0.014436996578472088,0.014858648837080954,0.0002765279465687994,0.0006981802051776644,0.10651341945232286,0.10651341945232286,0.10651341945232286,0.0,0.0
trashcans_room_occ_1_A_1,0.0,0.0,0.0,0.0,0.0,0.007456977384992594,0.007620269174851168,0.007813156512809801,0.00016329178985857382,0.0003561791278172072,0.0718346317236596,0.0718346317236596,0.0718346317236596,0.0,0.0
trashcans_room_occ_1_B_1,0.03434864350407024,0.03332917582046963,0.033634997167346734,-0.0010194676836006097,-0.0007136463367235085,0.04038604562058416,0.04006288037414706,0.04087787332446524,-0.00032316524643710015,0.0004918277038810787,0.16696291267833574,0.1666689638884091,0.1666689638884091,-0.0002939487899266402,-0.0002939487899266402
trashcans_room_occ_1_B_3,7.901456342984006e-05,7.735297075727127e-05,7.678258202384818e-05,-1.6615926725687877e-06,-2.2319814059918732e-06,0.020012695283957757,0.01985489712305714,0.020088109109149252,-0.0001577981609006164,7.541382519149487e-05,0.1436692634473192,0.1436692634473192,0.1436692634473192,0.0,0.0
trendNetBag_outside_1,2.143272346140521,2.0984198005995016,1.993648697368593,-0.044852545541019584,-0.14962364877192824,2.47766993392893,2.4931587613114976,2.349902693923974,0.015488827382567738,-0.12776724000495587,1.8354986933528195,1.8354986933528195,1.7323158888201833,0.0,-0.10318280453263617
trendNet_outside_1,0.8276275333792968,0.8108335612020747,0.7897400780665874,-0.016793972177222116,-0.03788745531270943,0.7242033857597817,0.7245420864823419,0.7225614967725955,0.00033870072256014794,-0.001641888987186202,0.952428134405073,0.952428134405073,0.952428134405073,0.0,0.0
trendNet_outside_2,0.7761419748964999,0.7607315604258047,0.7101614355006989,-0.015410414470695244,-0.06598053939580106,0.6867403854686766,0.6876355606923185,0.6516437351807609,0.0008951752236419086,-0.03509665028791564,0.9449969656060737,0.9449969656060737,0.889563396705509,0.0,-0.05543356890056472
trophy_outside_2,0.4449675556234124,0.4335961287794687,0.41650213399424074,-0.01137142684394371,-0.02846542162917165,0.42645906362807645,0.4311717883728399,0.42306624389133646,0.004712724744763475,-0.0033928197367399937,0.7815112520280898,0.7815112520280898,0.7815112520280898,0.0,0.0
two_mugs_1,0.0013582352424953282,0.0013781099671698687,0.0013719383803581654,1.9874724674540448e-05,1.3703137862837141e-05,0.029981565320950185,0.03080090138319648,0.03117222525686041,0.0008193360622462953,0.0011906599359102245,0.16348571357798392,0.16348571357798392,0.16348571357798392,0.0,0.0
two_tennis_balls_1,0.003172063791351412,0.0031617681260073423,0.006433328830984187,-1.0295665344069779e-05,0.003261265039632775,0.033219789913505285,0.03339929249053766,0.02761570554940592,0.00017950257703237826,-0.005604084364099364,0.16596276984431702,0.16596276984431702,0.13592094395638324,0.0,-0.030041825887933776
two_tennis_balls_3,0.026057979457626453,0.023099984824012362,0.026948035135591783,-0.0029579946336140903,0.0008900556779653304,0.015463693780340312,0.009006697068110988,0.01080024941057392,-0.006456996712229324,-0.004663444369766392,0.11099009483614933,0.06024133436830475,0.08032177915773964,-0.05074876046784458,-0.03066831567840969
yogurt_indoor_1,1.7951802939112256,1.6549842870031521,1.4999303453508135,-0.14019600690807343,-0.2952499485604121,2.2344146878466375,1.9052618157262307,1.6344749223622232,-0.3291528721204069,-0.5999397654844143,1.9164724875531136,1.671344504240469,1.4751562584018019,-0.24512798331264452,-0.44131622915131175
