sequence,frames,visible_frames,selected_frames,precision_percent,recall_percent,f_score_percent
XMG_outside,1911,1890,1900,87.501604459333,87.96457591149877,87.73247940513598
backpack_blue,1001,917,890,74.69714469017617,72.49777401772823,73.58102797372086
backpack_robotarm_lab_occ,1653,1439,1529,78.45181828341623,83.35846431921016,80.83074808311552
backpack_room_noocc_1,1383,1376,1375,84.14026034897681,84.07911190395573,84.10967501260858
bag_outside,2340,2155,2212,81.7276560490129,83.88936203267589,82.79440127337602
bicycle2_outside,1605,1170,1106,85.66607550254633,80.9800679536891,83.25718761495276
bicycle_outside,1373,1360,1364,85.92693040981503,86.17965667572625,86.05310798750932
bottle_box,950,652,676,74.53650416335356,77.2801791632316,75.88354941931777
bottle_room_noocc_1,1253,1253,1253,82.83422855168227,82.83422855168227,82.83422855168227
bottle_room_occ_1,1522,1430,517,75.09194774536661,27.148627261786395,39.87933948059018
box1_outside,2501,2501,2350,80.39966261839541,75.54546467542151,77.89701387475951
box_darkroom_noocc_1,1165,1098,1096,77.14917486927678,77.00864813909595,77.07884745371682
box_darkroom_noocc_10,873,873,872,79.90022583137821,79.80870209044879,79.8544377363459
box_darkroom_noocc_2,850,821,824,84.73392717018842,85.04355175180909,84.88845712855351
box_darkroom_noocc_3,1867,1827,1804,77.9273201743749,76.946297533975,77.43370178715082
box_darkroom_noocc_4,1262,1225,1214,80.65739659155338,79.93312609154759,80.2936280952405
box_darkroom_noocc_5,2241,2190,2178,82.11264561271481,81.66271330798762,81.8870614214711
box_darkroom_noocc_6,1081,1081,1058,84.11315954644891,82.32351785397127,83.20871697068064
box_darkroom_noocc_7,702,702,661,84.13117208242093,79.21752812888923,81.60044717018377
box_darkroom_noocc_8,863,858,838,84.32411597111835,82.35851886223448,83.32972781108158
box_darkroom_noocc_9,758,758,749,80.24733645435175,79.29453166795444,79.76808892410017
box_humans_room_occ_1,1098,1047,1060,86.18609136085243,87.25621474928708,86.71785177266595
box_room_noocc_1,952,876,839,75.15193674795246,71.97771110905494,73.53058301053309
box_room_noocc_2,406,406,406,88.11765556929245,88.11765556929245,88.11765556929245
box_room_noocc_3,1143,1143,1139,79.92301086178811,79.64331528571887,79.78291794178499
box_room_noocc_4,1266,1266,1248,81.72430747136366,80.56235049309782,81.13916923171189
box_room_noocc_5,1319,1319,1319,86.11959022767164,86.11959022767164,86.11959022767164
box_room_noocc_6,1128,1128,1124,87.56296218609458,87.25245522798785,87.40743294597718
box_room_noocc_7,1353,1353,1353,83.82739550393768,83.82739550393768,83.82739550393768
box_room_noocc_8,1058,1058,1058,81.53729183212249,81.53729183212249,81.5372918321225
box_room_noocc_9,1376,1288,1288,81.12448887160045,81.12448887160045,81.12448887160045
box_room_occ_1,1857,1414,1849,34.506771382662144,45.1223622959988,39.10696922252057
box_room_occ_2,1447,1188,1340,51.80658695660662,58.435039159808824,54.92153996982031
boxes_backpack_room_occ_1,1133,908,762,47.48996754699578,39.85391549648765,43.338150024923095
boxes_humans_room_occ_1,2311,1854,2191,39.76291319619454,46.99058404145752,43.07567011760803
boxes_office_occ_1,1266,1237,1123,51.53216445036838,46.78304015987364,49.04289887946076
boxes_room_occ_1,1295,1237,1188,80.54888832870948,77.35818862935074,78.92130254392319
cart_room_occ_1,999,914,857,49.32794458894949,46.251694215240384,47.74031452595112
cartman,899,773,548,71.0516621980614,50.370389242610145,58.94975152844457
cartman_robotarm_lab_noocc,2058,2058,2044,81.79067188052129,81.23427275208236,81.51152282973453
case,960,848,452,77.72897998109681,41.431012914452545,54.05153684839349
container_room_noocc_1,1644,1644,1644,86.96514697115157,86.96514697115157,86.96514697115157
dog_outside,1055,875,867,78.32113550837325,77.60505655515382,77.96145176321423
human_entry_occ_1,532,440,316,75.77502872868546,54.42024790514682,63.34632031286932
human_entry_occ_2,661,448,418,80.85154154594044,75.43737581741765,78.05067982956837
humans_corridor_occ_1,1193,638,844,54.85253437876975,72.5635407769305,62.477110682431395
humans_corridor_occ_2_A,1360,693,991,52.3458913881338,74.85538003699942,61.60900043425249
humans_corridor_occ_2_B,1360,874,1037,58.29971086757041,69.1725402398976,63.27242299285245
humans_longcorridor_staricase_occ_1,1436,936,815,56.201094135168205,48.93578175230993,52.317409160664866
humans_shirts_room_occ_1_A,1533,1450,1463,71.92977997598125,72.57466765852452,72.25078482997635
humans_shirts_room_occ_1_B,1430,1111,1280,40.56253167903395,46.73270976522363,43.429561312558306
jug,874,796,802,25.82802899529361,26.022712630936528,25.925005324437393
mug_ankara,934,754,307,81.08614131815757,33.015179555271054,46.92449648383482
mug_gs,1029,870,647,82.15331352652035,61.09562511684903,70.07672228300416
paperpunch,859,747,651,76.56819028966525,66.7281015777404,71.31028881054661
person_outside,1728,1365,943,73.62418866176465,50.86271788135096,60.162573577161226
robot_corridor_noocc_1,799,632,634,87.1994647556103,87.47541242888754,87.33722062410256
robot_corridor_occ_1,1819,1521,829,39.13081282235401,21.327707974839893,27.60803730189913
robot_human_corridor_noocc_1_A,902,902,776,63.581302471635745,54.699657115287515,58.80702111798492
robot_human_corridor_noocc_1_B,902,902,902,57.572120969884125,57.572120969884125,57.572120969884125
robot_human_corridor_noocc_2,1065,972,1046,66.9797870209674,72.07907121803693,69.4359338195559
robot_human_corridor_noocc_3_A,1679,1524,1539,57.35855544767404,57.923108158773196,57.63944945084582
robot_human_corridor_noocc_3_B,1134,1027,1024,59.89635378046923,59.72138877429454,59.80874331662651
robot_lab_occ,1643,1631,1639,86.45766788028075,86.8817398257389,86.6691851105689
teapot,950,857,857,84.79960265479383,84.79960265479383,84.79960265479383
tennis_ball,707,556,206,85.80000517936567,31.78921055206714,46.3905539814943
thermos_office_noocc_1,971,971,969,83.17654344154461,83.00522203383802,83.09079442768734
thermos_office_occ_1,1411,1314,598,78.01230761587793,35.503318077850075,48.79849367604079
toy_office_noocc_1,986,986,857,69.27062138138292,60.20783217428516,64.42205374264262
toy_office_occ_1,852,670,364,78.81063982875648,42.81652671293636,55.487568467441704
trashcan_room_occ_1,1305,979,853,72.80910789730731,63.43837490950269,67.80149458122612
trashcans_room_occ_1_A,847,679,737,38.996041618243886,42.3270731555902,40.5933371082567
trashcans_room_occ_1_B,944,827,777,32.11748482867422,30.17567800710988,31.116316348977403
trendNetBag_outside,2105,1614,1636,80.82706515289048,81.92879714382208,81.37420220931007
trendNet_outside,1818,1680,1618,80.75349233142003,77.77330392395096,79.23538544101736
trophy_outside,2001,1926,1799,74.82188315976124,69.8881452774717,72.27090888827409
trophy_room_noocc_1,1409,1406,1357,80.28457036861259,77.48660170000518,78.8607759610621
trophy_room_occ_1,1745,1522,1512,78.84827283478651,78.33021585164074,78.58839059076942
two_mugs,1134,1015,884,70.66530059415696,61.54495145343325,65.79054842046841
two_tennis_balls,722,655,410,80.99342746166953,50.69817596837329,62.361136637154004
