sequence,frames,visible_frames,selected_frames,precision_percent,recall_percent,f_score_percent
cartman_robotarm_lab_noocc,2058,2058,2058,82.73340769265732,82.73340769265732,82.73340769265731
case,960,848,936,32.09354189402619,35.424003788689284,33.676631404493854
container_room_noocc_1,1644,1644,1643,87.83378531023568,87.78035843352629,87.80706374488422
dog_outside,1055,875,870,77.71110891674483,77.26704543722057,77.48844098288596
human_entry_occ_1,532,440,109,65.62583973481382,16.257310297942517,26.059076616009865
human_entry_occ_2,661,448,630,52.018399782346044,73.15087469392412,60.80072701832655
humans_corridor_occ_1,1193,638,832,56.35080468359984,73.48568886638725,63.78757754660553
humans_corridor_occ_2_A,1360,693,999,52.37404480135304,75.50024640195048,61.84594652074667
humans_corridor_occ_2_B,1360,874,1025,60.12448918339209,70.51212976313147,64.90532007685825
humans_longcorridor_staricase_occ_1,1436,936,797,54.68482358597599,46.56389358763127,50.29867789731433
humans_shirts_room_occ_1_A,1533,1450,1447,72.93775898442475,72.78685327618112,72.86222799479643
humans_shirts_room_occ_1_B,1430,1111,1271,44.925124532658614,51.39498945185337,47.9427651393863
jug,874,796,753,81.80162965034292,77.38269739536209,79.53082908548511
mug_ankara,934,754,274,91.41277096047328,33.218964513487634,48.72976506453245
mug_gs,1029,870,650,77.98256426012102,58.262835366757095,66.69561416984035
paperpunch,859,747,673,77.12691743076238,69.48649990750077,73.10762736746912
person_outside,1728,1365,933,75.59108901801054,51.66775535077204,61.38075374569524
robot_corridor_noocc_1,799,632,639,88.1389689540548,89.11519171145731,88.62439207181907
robot_corridor_occ_1,1819,1521,1524,74.86758297612417,75.01525079264513,74.94134414161789
robot_human_corridor_noocc_1_A,902,902,861,71.16573782309118,67.93093155840522,69.51072066441465
robot_human_corridor_noocc_1_B,902,902,901,58.135754239536695,58.07130218383877,58.103510338128196
robot_human_corridor_noocc_2,1065,972,1027,70.17340597071336,74.14412338675166,72.10414000192358
robot_human_corridor_noocc_3_A,1679,1524,1546,56.7206314239997,57.53943318996295,57.127098489578856
robot_human_corridor_noocc_3_B,1134,1027,1045,57.787098520309286,58.7999201107334,58.28910999394131
robot_lab_occ,1643,1631,1636,86.79525499856216,87.06133487286799,86.92809132393491
teapot,950,857,854,85.88993852758541,85.58927363192292,85.73934249276206
tennis_ball,707,556,250,83.17003159202426,37.39659693885983,51.594312402000156
thermos_office_noocc_1,971,971,954,82.5281583526958,81.08327813436847,81.7993382529577
thermos_office_occ_1,1411,1314,594,80.85497083233486,36.55087722557603,50.343661084283966
toy_office_noocc_1,986,986,952,68.7414566753077,66.37106161753847,67.53546620731984
toy_office_occ_1,852,670,573,39.508877030107676,33.78893513171895,36.42572250724328
trashcan_room_occ_1,1305,979,570,57.99866965356277,33.76837763282,42.68462453522373
trashcans_room_occ_1_A,847,679,532,10.494566609572868,8.222547034304515,9.220659680087143
trashcans_room_occ_1_B,944,827,754,71.70870307493534,65.37891429081168,68.39767503921726
trendNetBag_outside,2105,1614,1470,85.82857139631386,78.17100368809254,81.82101164240036
trendNet_outside,1818,1680,1231,80.16289865456423,58.73840966890985,67.79837048695882
trophy_outside,2001,1926,1870,74.01033014094057,71.85842023030054,72.91850229902995
trophy_room_noocc_1,1409,1406,1336,79.02951383165268,75.0949007674879,77.01198430276293
trophy_room_occ_1,1745,1522,1591,78.13500039365948,81.67725731032341,79.86687158773674
two_mugs,1134,1015,1022,52.28928396231217,52.64989971377639,52.46897222335104
two_tennis_balls,722,655,392,73.44426863113209,43.954432524280584,54.99551729399003
