sequence,arm,frame,score,iou,quality
ball19_indoor,category_empty,100,0.9100683927536011,0.9094705197057416,correct
ball19_indoor,category_empty,150,0.8097034096717834,0.8273905416005695,correct
ball19_indoor,category_empty,400,0.7884982228279114,0.8138163195985799,correct
ball19_indoor,category_empty,600,0.8532641530036926,0.9123176596142484,correct
ball19_indoor,category_empty,650,0.8991706967353821,0.848750565106173,correct
ball19_indoor,category_empty,800,0.9036229848861694,0.9127177423939489,correct
ball19_indoor,category_empty,900,0.8701857328414917,0.8441666229780427,correct
ball19_indoor,category_empty,1150,0.8631861209869385,0.9035041647636857,correct
ball19_indoor,category_empty,1200,0.8159786462783813,0.8781461068213804,correct
ball19_indoor,category_empty,1250,0.9397101998329163,0.9452107654588466,correct
ball19_indoor,category_empty,1350,0.7785887122154236,0.8729785088158551,correct
ball19_indoor,category_old,50,0.8566753268241882,0.8967750815053961,correct
ball19_indoor,category_old,100,0.8787654638290405,0.9100542588081116,correct
ball19_indoor,category_old,150,0.7719222903251648,0.8135046514626719,correct
ball19_indoor,category_old,400,0.7538528442382812,0.7978241975202275,correct
ball19_indoor,category_old,600,0.842666745185852,0.9079315378487055,correct
ball19_indoor,category_old,650,0.8820666074752808,0.8544259090151619,correct
ball19_indoor,category_old,800,0.8727073073387146,0.9210767896327923,correct
ball19_indoor,category_old,900,0.8080028891563416,0.8876956240823503,correct
ball19_indoor,category_old,1150,0.8669591546058655,0.8875779706310136,correct
ball19_indoor,category_old,1200,0.8086251616477966,0.8952605482215334,correct
ball19_indoor,category_old,1250,0.9314782023429871,0.9726232981481222,correct
ball19_indoor,category_swapped,50,0.892320990562439,0.9196559169350894,correct
ball19_indoor,category_swapped,100,0.8960464000701904,0.9107418172125431,correct
ball19_indoor,category_swapped,150,0.8123634457588196,0.8422621282070766,correct
ball19_indoor,category_swapped,350,0.7509493231773376,0.8690741395775499,correct
ball19_indoor,category_swapped,600,0.8487626910209656,0.9043973409014064,correct
ball19_indoor,category_swapped,650,0.8913635611534119,0.8685153854016474,correct
ball19_indoor,category_swapped,800,0.8928931355476379,0.906370969303941,correct
ball19_indoor,category_swapped,900,0.848514199256897,0.8886226086662746,correct
ball19_indoor,category_swapped,1150,0.8669602870941162,0.9138400530287768,correct
ball19_indoor,category_swapped,1200,0.7977485656738281,0.9064516699463881,correct
ball19_indoor,category_swapped,1250,0.9333093762397766,0.9637432364724278,correct
beautifullight01_indoor,category,200,0.8266972899436951,0.9303795255008147,correct
beautifullight01_indoor,category,700,0.7756189107894897,0.7606999015402438,correct
beautifullight01_indoor,category,800,0.8900513648986816,0.9733264246427804,correct
beautifullight01_indoor,category_empty,150,0.7555127739906311,0.9288420447354679,correct
beautifullight01_indoor,category_empty,200,0.8541646599769592,0.9356497667671475,correct
beautifullight01_indoor,category_empty,700,0.778732419013977,0.7767761500959818,correct
beautifullight01_indoor,category_empty,800,0.9081706404685974,0.9694689219589603,correct
beautifullight01_indoor,category_empty,900,0.7623934149742126,0.9565934943296419,correct
beautifullight01_indoor,category_empty,1000,0.7822076082229614,,invalid_gt
beautifullight01_indoor,category_empty,1050,0.8765982389450073,0.0,severe
beautifullight01_indoor,category_empty,1100,0.8320752382278442,,invalid_gt
beautifullight01_indoor,category_empty,1150,0.8609952330589294,0.0,severe
beautifullight01_indoor,category_empty,1200,0.8843542337417603,0.0,severe
beautifullight01_indoor,category_empty,1250,0.8440688252449036,0.0,severe
beautifullight01_indoor,category_swapped,200,0.7949113845825195,0.9458843541675879,correct
beautifullight01_indoor,category_swapped,850,0.7631199955940247,,invalid_gt
beautifullight01_indoor,category_swapped,900,0.9167397618293762,0.0,severe
beautifullight01_indoor,category_swapped,950,0.9188275933265686,,invalid_gt
beautifullight01_indoor,category_swapped,1000,0.9061420559883118,,invalid_gt
beautifullight01_indoor,category_swapped,1050,0.9194174408912659,0.0,severe
beautifullight01_indoor,category_swapped,1100,0.9188639521598816,,invalid_gt
beautifullight01_indoor,category_swapped,1150,0.9262111186981201,0.0,severe
beautifullight01_indoor,category_swapped,1200,0.9286841154098511,0.0,severe
beautifullight01_indoor,category_swapped,1250,0.9086867570877075,0.0,severe
book06_indoor,category,100,0.9165573716163635,0.897373388320662,correct
book06_indoor,category,200,0.9174630045890808,0.8736711353183437,correct
book06_indoor,category,250,0.8846491575241089,0.9488561595548983,correct
book06_indoor,category,350,0.8648965954780579,0.9108000775835107,correct
book06_indoor,category,400,0.8646726012229919,0.9767919870805726,correct
book06_indoor,category,450,0.8638516664505005,0.9171145975679645,correct
book06_indoor,category,500,0.9059751629829407,0.9021029645391796,correct
book06_indoor,category,550,0.886298656463623,0.9014806648868718,correct
book06_indoor,category,600,0.8310073614120483,0.9272579571021037,correct
book06_indoor,category,750,0.8484104871749878,,invalid_gt
book06_indoor,category,800,0.8882413506507874,,invalid_gt
book06_indoor,category,1000,0.8269784450531006,0.883973422072781,correct
book06_indoor,category,1100,0.8746494650840759,0.9145440045151316,correct
book06_indoor,category,1150,0.8532677888870239,0.9075435643484739,correct
book06_indoor,category,1200,0.8465492129325867,0.022526941589812905,severe
book06_indoor,category,1250,0.8691533803939819,0.07496921204211686,severe
book06_indoor,category,1300,0.8203693628311157,0.9717555869161971,correct
book06_indoor,category,1350,0.7955310940742493,0.9039971362059527,correct
book06_indoor,category,1750,0.8497927784919739,0.8590078871625052,correct
book06_indoor,category,1800,0.9121334552764893,0.9264638407771368,correct
book06_indoor,category,1900,0.8114337921142578,0.8209154774044447,correct
book06_indoor,category_empty,100,0.9477837681770325,0.903841054909521,correct
book06_indoor,category_empty,150,0.9102999567985535,0.828278958848477,correct
book06_indoor,category_empty,200,0.9279470443725586,0.888739999721124,correct
book06_indoor,category_empty,250,0.9159084558486938,0.9803120394092557,correct
book06_indoor,category_empty,350,0.8883256912231445,0.8974038282878939,correct
book06_indoor,category_empty,400,0.8778613805770874,0.9735422290043321,correct
book06_indoor,category_empty,450,0.8771357536315918,0.9218487328620575,correct
book06_indoor,category_empty,500,0.9166683554649353,0.8634614570508145,correct
book06_indoor,category_empty,550,0.8875265717506409,0.8804298077199665,correct
book06_indoor,category_empty,600,0.8652313351631165,0.9275670547519225,correct
book06_indoor,category_empty,750,0.8656235933303833,,invalid_gt
book06_indoor,category_empty,800,0.8960242867469788,,invalid_gt
book06_indoor,category_empty,850,0.8247382044792175,,invalid_gt
book06_indoor,category_empty,1000,0.8541994094848633,0.9124128153916177,correct
book06_indoor,category_empty,1050,0.8441920280456543,0.9201756609709884,correct
book06_indoor,category_empty,1100,0.8889100551605225,0.8978897143240516,correct
book06_indoor,category_empty,1150,0.8900572061538696,0.9356875416076159,correct
book06_indoor,category_empty,1200,0.8928641080856323,0.023524935680725226,severe
book06_indoor,category_empty,1250,0.938479483127594,0.08279798958503876,severe
book06_indoor,category_empty,1300,0.8560120463371277,0.955409811724677,correct
book06_indoor,category_empty,1350,0.8187824487686157,0.9147139465393391,correct
book06_indoor,category_empty,1700,0.863234281539917,0.0,severe
book06_indoor,category_empty,1750,0.9597347974777222,0.0,severe
book06_indoor,category_empty,1800,0.9595270752906799,0.0,severe
book06_indoor,category_empty,1850,0.9606307744979858,0.0,severe
book06_indoor,category_empty,1900,0.9592865705490112,0.0,severe
book06_indoor,category_empty,1950,0.9638411402702332,0.0,severe
book06_indoor,category_old,100,0.9270057678222656,0.896749035883897,correct
book06_indoor,category_old,150,0.8462957143783569,0.8022292898002078,correct
book06_indoor,category_old,200,0.9362661242485046,0.8714824558065344,correct
book06_indoor,category_old,250,0.8889192938804626,0.956203422471018,correct
book06_indoor,category_old,350,0.8799965381622314,0.9020978559120759,correct
book06_indoor,category_old,400,0.8656228184700012,0.9665428088322979,correct
book06_indoor,category_old,450,0.869238555431366,0.9254678894864738,correct
book06_indoor,category_old,500,0.909298837184906,0.8658823711989193,correct
book06_indoor,category_old,550,0.904665470123291,0.9020512276208803,correct
book06_indoor,category_old,600,0.870191752910614,0.9196492840307071,correct
book06_indoor,category_old,750,0.8603984117507935,,invalid_gt
book06_indoor,category_old,800,0.8953975439071655,,invalid_gt
book06_indoor,category_old,850,0.7843004465103149,,invalid_gt
book06_indoor,category_old,1000,0.830860435962677,0.9178601800015608,correct
book06_indoor,category_old,1100,0.8813372254371643,0.9045033392155041,correct
book06_indoor,category_old,1150,0.8718632459640503,0.9101943038424818,correct
book06_indoor,category_old,1200,0.8664941787719727,0.019063888371164572,severe
book06_indoor,category_old,1250,0.875552237033844,0.08329410766085033,severe
book06_indoor,category_old,1300,0.7584819197654724,0.9519661568317447,correct
book06_indoor,category_old,1350,0.8199503421783447,0.8896354750506024,correct
book06_indoor,category_old,1750,0.8623294830322266,0.844198946559375,correct
book06_indoor,category_old,1800,0.9236940741539001,0.9247298252649598,correct
book06_indoor,category_old,1850,0.7509488463401794,0.9533936226330662,correct
book06_indoor,category_old,1900,0.837632417678833,0.8372665133002716,correct
book06_indoor,category_swapped,100,0.9406623244285583,0.9038382327310843,correct
book06_indoor,category_swapped,150,0.8873414993286133,0.8084134207109339,correct
book06_indoor,category_swapped,200,0.9297622442245483,0.861326139399197,correct
book06_indoor,category_swapped,250,0.9040825366973877,0.9566928301617253,correct
book06_indoor,category_swapped,350,0.8901752233505249,0.8954523786410896,correct
book06_indoor,category_swapped,400,0.8657671213150024,0.9613732813496396,correct
book06_indoor,category_swapped,450,0.8859255909919739,0.927804153084678,correct
book06_indoor,category_swapped,500,0.9147087931632996,0.8636464205628218,correct
book06_indoor,category_swapped,550,0.9027617573738098,0.8944287592360373,correct
book06_indoor,category_swapped,600,0.8668708205223083,0.9134661544909604,correct
book06_indoor,category_swapped,750,0.8657892346382141,,invalid_gt
book06_indoor,category_swapped,800,0.8997491002082825,,invalid_gt
book06_indoor,category_swapped,850,0.7989897131919861,,invalid_gt
book06_indoor,category_swapped,1000,0.8520932197570801,0.9227002411099192,correct
book06_indoor,category_swapped,1050,0.7746562957763672,0.9320517445065359,correct
book06_indoor,category_swapped,1100,0.893500566482544,0.9137159469754778,correct
book06_indoor,category_swapped,1150,0.8751686215400696,0.9489502052333226,correct
book06_indoor,category_swapped,1200,0.8824170231819153,0.02129123854997893,severe
book06_indoor,category_swapped,1250,0.9246285557746887,0.08200519680790157,severe
book06_indoor,category_swapped,1300,0.848206102848053,0.9492749880438173,correct
book06_indoor,category_swapped,1350,0.8334460854530334,0.8884732417296156,correct
book06_indoor,category_swapped,1800,0.9463379383087158,0.9224271941025309,correct
book06_indoor,category_swapped,1850,0.7906201481819153,0.9398530070898019,correct
book06_indoor,category_swapped,1900,0.8680213689804077,0.8281451299416798,correct
car01_indoor,category,50,0.9018018841743469,0.950252546007839,correct
car01_indoor,category,350,0.8019247651100159,0.9476152903027114,correct
car01_indoor,category,400,0.9226170182228088,0.967398689370062,correct
car01_indoor,category,450,0.9476105570793152,0.9625134243071728,correct
car01_indoor,category,500,0.9184345006942749,0.9144761367204155,correct
car01_indoor,category,550,0.7999476790428162,0.9400764163121811,correct
car01_indoor,category,600,0.9002826809883118,0.9617910474879522,correct
car01_indoor,category,650,0.9084740281105042,0.8969445235722302,correct
car01_indoor,category,700,0.9406455159187317,0.9518419740405099,correct
car01_indoor,category,800,0.9287658929824829,0.9598940475999378,correct
car01_indoor,category,1500,0.9278326034545898,0.9722355334268726,correct
car01_indoor,category_empty,50,0.9008322358131409,0.9303027486698349,correct
car01_indoor,category_empty,450,0.9447824358940125,0.9679602144027959,correct
car01_indoor,category_empty,500,0.9200242757797241,0.9143160995106954,correct
car01_indoor,category_empty,550,0.7937716245651245,0.9357493886587033,correct
car01_indoor,category_empty,600,0.9046176075935364,0.9668915866933325,correct
car01_indoor,category_empty,650,0.9131046533584595,0.8952333464439806,correct
car01_indoor,category_empty,700,0.9389278292655945,0.9551205441853875,correct
car01_indoor,category_empty,800,0.9351218342781067,0.9642330444018861,correct
car01_indoor,category_empty,1500,0.9109126925468445,0.9564759192131872,correct
car01_indoor,category_old,50,0.9018018841743469,0.950252546007839,correct
car01_indoor,category_old,350,0.8019247651100159,0.9476152903027114,correct
car01_indoor,category_old,400,0.9226170182228088,0.967398689370062,correct
car01_indoor,category_old,450,0.9476105570793152,0.9625134243071728,correct
car01_indoor,category_old,500,0.9184345006942749,0.9144761367204155,correct
car01_indoor,category_old,550,0.7999476790428162,0.9400764163121811,correct
car01_indoor,category_old,600,0.9002826809883118,0.9617910474879522,correct
car01_indoor,category_old,650,0.9084740281105042,0.8969445235722302,correct
car01_indoor,category_old,700,0.9406455159187317,0.9518419740405099,correct
car01_indoor,category_old,800,0.9287658929824829,0.9598940475999378,correct
car01_indoor,category_old,1500,0.9278326034545898,0.9722355334268726,correct
car01_indoor,category_swapped,50,0.8952823877334595,0.9482432531590677,correct
car01_indoor,category_swapped,450,0.9282298684120178,0.9735934361060676,correct
car01_indoor,category_swapped,500,0.9108153581619263,0.9033639106572803,correct
car01_indoor,category_swapped,550,0.8059749007225037,0.9205265493950886,correct
car01_indoor,category_swapped,600,0.8920586705207825,0.9741495729196621,correct
car01_indoor,category_swapped,650,0.9044346809387207,0.8757812341533153,correct
car01_indoor,category_swapped,700,0.931876003742218,0.9559147428945654,correct
car01_indoor,category_swapped,800,0.8984619975090027,0.970126527512793,correct
car01_indoor,category_swapped,1500,0.9252809882164001,0.9714850440994852,correct
car02_indoor,category,50,0.8458903431892395,0.9649347063573627,correct
car02_indoor,category,100,0.90097975730896,0.9620485706706668,correct
car02_indoor,category,200,0.7781266570091248,0.9391889656636075,correct
car02_indoor,category_empty,50,0.8373704552650452,0.9632609897691445,correct
car02_indoor,category_empty,100,0.9194663763046265,0.9609910201572768,correct
car02_indoor,category_empty,200,0.7710661888122559,0.9345498971199099,correct
car02_indoor,category_empty,350,0.9200559854507446,0.9384007633822501,correct
car02_indoor,category_empty,450,0.9430530667304993,0.9278446890049028,correct
car02_indoor,category_empty,500,0.9483604431152344,0.9108506731245529,correct
car02_indoor,category_old,50,0.8458903431892395,0.9649347063573627,correct
car02_indoor,category_old,100,0.90097975730896,0.9620485706706668,correct
car02_indoor,category_old,200,0.7781266570091248,0.9391889656636075,correct
car02_indoor,category_swapped,50,0.8296501636505127,0.9681814832270673,correct
car02_indoor,category_swapped,100,0.9181271195411682,0.957379201551396,correct
car02_indoor,category_swapped,200,0.7697165608406067,0.9195546418720425,correct
car02_indoor,category_swapped,250,0.938344419002533,0.9622832793450663,correct
car02_indoor,category_swapped,300,0.8995519280433655,0.9382120344608404,correct
car02_indoor,category_swapped,350,0.9140868782997131,0.9668651090656223,correct
car02_indoor,category_swapped,450,0.9331088066101074,0.9532973337510326,correct
car02_indoor,category_swapped,500,0.9421218037605286,0.9454890947735748,correct
colacan01_indoor,category,250,0.805946946144104,0.8720020086027579,correct
colacan01_indoor,category,1500,0.9064446091651917,0.9596521734333172,correct
colacan01_indoor,category,1550,0.7545205354690552,0.884019726818609,correct
colacan01_indoor,category_empty,50,0.7768503427505493,0.7668427748930812,correct
colacan01_indoor,category_empty,100,0.8404871225357056,0.8040053826109272,correct
colacan01_indoor,category_empty,150,0.8461741209030151,0.9484441077560061,correct
colacan01_indoor,category_empty,250,0.832668662071228,0.9202904166423134,correct
colacan01_indoor,category_empty,1350,0.8578678369522095,0.0,severe
colacan01_indoor,category_empty,1400,0.8277623653411865,0.0,severe
colacan01_indoor,category_empty,1450,0.8524931073188782,0.0,severe
colacan01_indoor,category_empty,1500,0.8707928657531738,0.0,severe
colacan01_indoor,category_empty,2050,0.8188846707344055,0.0,severe
colacan01_indoor,category_old,550,0.765559732913971,0.8300803455114237,correct
colacan01_indoor,category_old,650,0.7810680866241455,0.870492113344474,correct
colacan01_indoor,category_old,950,0.7971256971359253,0.8751756137116685,correct
colacan01_indoor,category_old,1050,0.7670906186103821,0.7545918055498626,correct
colacan01_indoor,category_old,1200,0.8403725028038025,0.8915330925196018,correct
colacan01_indoor,category_old,1250,0.8902470469474792,0.9051505048988638,correct
colacan01_indoor,category_old,1500,0.8983474373817444,0.9646672099074588,correct
colacan01_indoor,category_old,1550,0.7555329203605652,0.8518042779856239,correct
colacan01_indoor,category_old,3000,0.7655556201934814,0.9008722358437288,correct
colacan01_indoor,category_old,3050,0.7575308084487915,0.7997335815034179,correct
colacan01_indoor,category_swapped,250,0.814713716506958,0.8981862644955367,correct
colacan01_indoor,category_swapped,1500,0.9010601043701172,0.9667121159586353,correct
colacan01_indoor,category_swapped,1550,0.7607131004333496,0.8718741762371671,correct
colacan01_indoor,category_swapped,2900,0.7568296194076538,0.9043147688787422,correct
colacan04_indoor,category,50,0.8552905321121216,0.9137381309097533,correct
colacan04_indoor,category,200,0.9270573854446411,0.9341431500705036,correct
colacan04_indoor,category,500,0.8809433579444885,0.9578410122810718,correct
colacan04_indoor,category_empty,50,0.8582436442375183,0.9292799416877453,correct
colacan04_indoor,category_empty,200,0.9340237379074097,0.9457180293317754,correct
colacan04_indoor,category_empty,350,0.7711068987846375,0.0,severe
colacan04_indoor,category_empty,650,0.8981243371963501,,invalid_gt
colacan04_indoor,category_empty,700,0.8502089381217957,0.0,severe
colacan04_indoor,category_old,50,0.8512493371963501,0.9111887097206305,correct
colacan04_indoor,category_old,200,0.9340576529502869,0.9438688912518203,correct
colacan04_indoor,category_old,350,0.77884840965271,0.9292864251255238,correct
colacan04_indoor,category_old,500,0.8899660706520081,0.9531894559385077,correct
colacan04_indoor,category_swapped,50,0.8197413086891174,0.9137450518347605,correct
colacan04_indoor,category_swapped,200,0.9266601204872131,0.9386973120141927,correct
colacan04_indoor,category_swapped,500,0.8726446032524109,0.9535795681207444,correct
colacan04_indoor,category_swapped,950,0.750352680683136,,invalid_gt
colacan04_indoor,category_swapped,1000,0.9110785126686096,,invalid_gt
container01_indoor,category,50,0.9365502595901489,0.9671901643439025,correct
container01_indoor,category,100,0.9427056312561035,0.9318906550288956,correct
container01_indoor,category,150,0.9361739754676819,0.9427848646239694,correct
container01_indoor,category,200,0.9562816619873047,0.95568801162153,correct
container01_indoor,category,250,0.9024117588996887,0.8803181570075395,correct
container01_indoor,category,300,0.9560979008674622,0.9654027134081872,correct
container01_indoor,category,350,0.9445340037345886,0.9348544961667762,correct
container01_indoor,category,400,0.9487423300743103,0.9697350414543334,correct
container01_indoor,category,550,0.9564990401268005,0.9037631637631006,correct
container01_indoor,category,600,0.8425877690315247,0.8833426485432061,correct
container01_indoor,category,650,0.9161434173583984,0.912869330169394,correct
container01_indoor,category,700,0.9381694793701172,0.9651180966238047,correct
container01_indoor,category_empty,50,0.9404277205467224,0.9524224276477284,correct
container01_indoor,category_empty,100,0.9436473250389099,0.9424122023274831,correct
container01_indoor,category_empty,150,0.9461395740509033,0.9458243162468745,correct
container01_indoor,category_empty,200,0.958244264125824,0.94299541049347,correct
container01_indoor,category_empty,250,0.9275209307670593,0.9033789669280733,correct
container01_indoor,category_empty,300,0.9595751762390137,0.9616913385288625,correct
container01_indoor,category_empty,350,0.9512104988098145,0.943518583592765,correct
container01_indoor,category_empty,400,0.9524909853935242,0.9520559962304678,correct
container01_indoor,category_empty,550,0.9581752419471741,0.9112298161179169,correct
container01_indoor,category_empty,600,0.8293434977531433,0.8763703345923358,correct
