sequence,first_saved_bbox_difference,first_saved_score_difference,all_boxes_recall_delta_pp,reported_recall_delta_pp,alternative_rescue_frames,alternative_damage_frames
adapter01_indoor,1,1,14.460481820636694,17.78674512881932,552,56
backpack_indoor,1,1,-0.5848757961816347,-0.46305545429141404,0,12
bag01_indoor,1,1,-2.590691804710609,-2.4703249437936066,64,129
bag02_indoor,1,1,0.6457714048815291,3.6383130857922197,14,0
ball01_wild,1,1,-3.2756359720060857,-2.6585066464053853,0,19
ball06_indoor,1,1,15.087890409787441,14.989803553696255,127,0
ball10_wild,1,1,1.602653966613083,2.894563834840689,72,36
ball11_wild,1,1,2.5876530620426337,2.964997832012287,51,0
ball15_wild,1,1,0.0572370390713246,0.05991678061646155,0,0
ball18_indoor,1,1,-0.13873724192455938,-0.013290765412165229,0,0
ball20_indoor,1,1,-0.41640891086802867,-0.04492802911623528,0,0
bandlight_indoor,1,1,-1.022025325223467,2.0983834919782822,0,10
beautifullight02_indoor,1,1,0.13261837285686795,0.17011221680232325,0,0
book03_indoor,1,1,-11.784152424361022,-10.57313399106061,0,90
bottle04_indoor,1,1,-0.10327175538686362,6.059626833991729,0,0
card_indoor,1,1,-0.7149894886736092,1.355951399328113,0,0
cat01_indoor,1,1,-0.3120380068070574,-0.21973591366587186,33,23
colacan03_indoor,1,1,0.018891722953645385,0.08697719361879663,0,0
cube02_indoor,1,1,-9.706782019305763,-9.532425031055968,85,497
cube03_indoor,1,1,2.7416246805820492,2.7961429259449204,0,0
cube05_indoor,1,1,0.06315439537841305,0.06315439537841305,0,0
cup01_indoor,1,1,-0.08832661571264566,0.3862777612931154,0,0
cup02_indoor,1,1,-16.31252735570569,-15.611877252383188,124,454
cup04_indoor,1,1,5.888800556294903,6.078599153065653,141,0
cup12_indoor,1,1,26.180571428278668,27.04659725566711,263,0
developmentboard_indoor,1,1,4.193583810103618,5.2416340309025955,63,18
duck03_wild,1,1,-0.025478202396087113,-0.01956616064046557,0,0
dumbbells01_indoor,1,1,-0.11695395540763798,1.371202567384728,0,0
earphone01_indoor,1,1,-0.9694625045299006,0.5307909034594473,0,0
file01_indoor,1,1,-0.3930409757604707,-0.09867782123536983,0,15
flag_indoor,1,1,-0.12597925458425152,-0.0024545005828855437,0,0
glass01_indoor,1,1,-0.16911853840527158,0.8763948910550425,0,0
hand01_indoor,1,1,5.253578822034164,15.995014021398458,222,165
human02_indoor,1,1,-1.5310790901662585,-1.401312951532475,0,0
lock02_indoor,1,1,-0.12870169546060595,-0.008420185543783987,0,0
mobilephone03_indoor,1,1,0.2327208871565034,2.5861615308727437,0,0
notebook01_indoor,1,1,-0.22157255284763266,0.17282492032065022,0,0
pigeon01_wild,1,1,-0.41969445461127464,1.403855787105556,0,0
pigeon02_wild,1,1,0.35485285691515855,0.14922952884523966,0,0
pigeon04_wild,1,1,-0.20513233399303488,2.5667260847491207,0,0
pot_indoor,1,1,-2.206057134670118,-0.9842036829123089,0,19
roller_indoor,1,1,3.2238160248532353,5.329913270897265,18,0
shoes02_indoor,1,1,5.247581558266916,4.952946206982908,103,0
squirrel_wild,1,1,-2.9400732796773497,-1.225825459847016,12,62
stick_indoor,1,1,-41.492776595503365,-38.834374400975356,0,427
toiletpaper01_indoor,1,1,-0.03302542217568316,1.0134113325168101,0,0
toy02_indoor,1,1,0.5891771052199175,1.354775405521849,0,0
toy09_indoor,1,1,10.04996877345485,10.145321152092023,135,0
ukulele01_indoor,1,1,0.225643611136622,1.5161173001383474,0,0
yogurt_indoor,1,1,-1.9371345364125219,-2.4832079719641484,0,0
