family,index,threshold,precision,recall,f_score,best
M82_empty,33,0.842566,0.8170853873710983,0.3283279557352938,0.4684282342462896,False
M82_empty,34,0.835506,0.8157804579751086,0.33741893968973735,0.4773845316030388,False
M82_empty,35,0.828264,0.8148829322303651,0.34666629074840716,0.4864063234204392,False
M82_empty,36,0.820674,0.8150662606456998,0.3560400246803468,0.4955932953184,False
M82_empty,37,0.812835,0.8130801519636129,0.36497477589581995,0.503802902955418,False
M82_empty,38,0.805185,0.8123910862620929,0.37485907708687305,0.5130042214031685,False
M82_empty,39,0.796791,0.8120818676257123,0.3842557544368193,0.5216706805073942,False
M82_empty,40,0.788219,0.810850581425396,0.3937367456440209,0.5300764202969229,False
M82_empty,41,0.779337,0.8084975929016692,0.40405761600844553,0.5388284303030553,False
M82_empty,42,0.76928,0.8072527492659781,0.41282687558616776,0.546285051400974,False
M82_empty,43,0.759703,0.8059532198641081,0.4219090082068285,0.5538714619280901,False
M82_empty,44,0.749627,0.8036470887009741,0.43084627737452,0.5609562043908317,False
M82_empty,45,0.739281,0.8017171171075522,0.43926797830933884,0.5675630730915747,False
M82_empty,46,0.729261,0.7973282588373184,0.44800413958822644,0.5736723159558078,False
M82_empty,47,0.720139,0.7935853556281919,0.4561924641277237,0.5793472298146651,False
M82_empty,48,0.711178,0.7900046166430225,0.4644656255839715,0.584995922791976,False
M82_empty,49,0.702812,0.786331791135791,0.4722464682007568,0.5900982452908465,False
M82_empty,50,0.694163,0.7842840941928895,0.4803548176811946,0.5957979618356019,False
M82_empty,51,0.685503,0.7813323958937112,0.48853872007227606,0.6011808975599102,False
M82_empty,52,0.676821,0.7790036661530668,0.4963356782076574,0.6063442089762306,False
M82_empty,53,0.668541,0.7772570970818093,0.5047304093147715,0.6120267019693618,False
M82_empty,54,0.659613,0.7750050564357344,0.5120496000013988,0.6166653873822696,False
M82_empty,55,0.651836,0.7716755064826707,0.5197178852452875,0.6211175694311508,False
M82_empty,56,0.644088,0.7699800672433951,0.5277524096549917,0.6262597925347789,False
M82_empty,57,0.635521,0.7675517330614188,0.5357189708220543,0.6310155261881994,False
M82_empty,58,0.627963,0.7650533237039219,0.5434035883373534,0.6354549661426155,False
M82_empty,59,0.619843,0.7622429013314856,0.5500626632673867,0.6389995922805022,False
M82_empty,60,0.611606,0.7595050912605451,0.5568844903717977,0.6426009618777776,False
M82_empty,61,0.604018,0.7575834887148187,0.5639392163528185,0.6465738913290983,False
M82_empty,62,0.596576,0.7541121815794303,0.5712197101612116,0.6500465950835785,False
M82_empty,63,0.588899,0.7525073043526156,0.5783351628096951,0.6540239661967101,False
M82_empty,64,0.581748,0.7500660176892153,0.5847857526852476,0.6571934509177251,False
M82_empty,65,0.574696,0.7464527074997171,0.5915206659593025,0.6600164269425666,False
M82_empty,66,0.56762,0.7437916841802995,0.5982505065144959,0.6631293038138608,False
M82_empty,67,0.560939,0.741518740530744,0.6042114715069871,0.6658602524612515,False
M82_empty,68,0.553981,0.7385598254048896,0.6105583525553703,0.6684868347776042,False
M82_empty,69,0.547413,0.7364707687669841,0.6165025683980354,0.6711678760001218,False
M82_empty,70,0.540288,0.7332508024385941,0.6223614046354238,0.673270714108903,False
M82_empty,71,0.533868,0.7315017144046435,0.6284656502508622,0.6760804892099564,False
M82_empty,72,0.526553,0.728520354557475,0.6339610014113084,0.6779593592242301,False
M82_empty,73,0.51967,0.7258751956379167,0.6394541747215208,0.6799295968492503,False
M82_empty,74,0.512661,0.7235294897480794,0.6444986090012605,0.6817312453455247,False
M82_empty,75,0.505036,0.721197163057997,0.6494680653098178,0.6834557651337952,False
M82_empty,76,0.496685,0.7179891983767329,0.6543698615257957,0.6847049085713317,False
M82_empty,77,0.488898,0.7154051607984175,0.6586500312969892,0.6858554652835047,False
M82_empty,78,0.479417,0.7124897811887343,0.6626447647141273,0.6866638974690984,False
M82_empty,79,0.469584,0.7095897326846293,0.666197518363343,0.6872093321267803,True
M82_empty,80,0.458506,0.7059791491495718,0.6691563472638526,0.6870747354300618,False
M82_empty,81,0.447553,0.7025407597412869,0.6721805448519274,0.6870254052014146,False
M82_empty,82,0.435356,0.698874556271772,0.674866498940717,0.6866607403196869,False
M82_empty,83,0.422154,0.6955314275955465,0.6772746643289574,0.6862816488447229,False
M82_empty,84,0.408034,0.691979528734365,0.6793157818717871,0.6855891812153434,False
M82_empty,85,0.390721,0.6874540831406557,0.6811963013145743,0.6843108862244796,False
M82_empty,86,0.372152,0.6831034155987022,0.6828099442118714,0.6829566483785965,False
M82_empty,87,0.353593,0.678719888950632,0.6841168061539883,0.6814076614901412,False
M82_empty,88,0.332474,0.6736118751459693,0.6854339236995165,0.6794714806875828,False
M82_empty,89,0.306904,0.6683226765423923,0.6867220719834678,0.6773974567083749,False
M82_empty,90,0.279266,0.662860661797615,0.6877400589776244,0.6750712088721054,False
M82_empty,91,0.245448,0.6571381609744806,0.6885605077089383,0.6724824751416233,False
M82_empty,92,0.208149,0.6507644322554046,0.6893360601446378,0.6694951495910494,False
M82_empty,93,0.174742,0.643857253471078,0.6900911467244171,0.6661729798687462,False
M82_empty,94,0.139049,0.6355918752398245,0.6907745704437278,0.6620353010665093,False
M82_empty,95,0.113389,0.6251122759852283,0.6909848287989314,0.6564000443912567,False
M82_empty,96,0.093072,0.6159382197126227,0.6913187350241748,0.6514551394993419,False
M82_empty,97,0.074333,0.6076376803354555,0.6915659720274543,0.6468909508950723,False
M82_empty,98,0.055129,0.59925990155282,0.6917654505794091,0.6421985364225447,False
M82_empty,99,-inf,0.5903510596767352,0.6921212093610604,0.6371981667527251,False
M82_category_empty,0,inf,1.0,0.0,0.0,False
M82_category_empty,1,0.953395,0.9369885499996321,0.01413274909505892,0.027845500031788296,False
M82_category_empty,2,0.947458,0.9273673502794542,0.03187508325867489,0.06163178455837013,False
M82_category_empty,3,0.94366,0.9234106054464634,0.04608049574969828,0.08778052408526953,False
