condition,episode,valid_frames,mean_iou,low_iou_frames,H10_episodes,invalid_gt_frames
multi_M78_empty_trained,beautifullight01_indoor:1024,199,0.058100544241204845,186,2,46
multi_M78_empty_trained,book06_indoor:0,512,0.8636004637950426,4,0,0
multi_M78_empty_trained,book06_indoor:512,289,0.8541699328861923,3,0,223
multi_M78_empty_trained,book06_indoor:1024,450,0.7634183517802933,48,2,222
multi_M78_empty_trained,book06_indoor:1696,294,0.8567780274723886,6,0,0
multi_M78_empty_trained,car01_indoor:0,439,0.594520788121109,154,2,73
multi_M78_empty_trained,car01_indoor:512,446,0.6895074548346887,117,1,66
multi_M78_empty_trained,car01_indoor:1024,512,0.9416071496475839,0,0,0
multi_M78_empty_trained,car01_indoor:1536,5,0.9554162440606093,0,0,0
multi_M78_empty_trained,car02_indoor:0,497,0.9350132224546824,0,0,15
multi_M78_empty_trained,car02_indoor:512,68,0.7210793497118293,14,1,172
multi_M78_empty_trained,colacan01_indoor:0,498,0.566510615185243,167,2,14
multi_M78_empty_trained,colacan01_indoor:512,481,0.8273598710689724,0,0,31
multi_M78_empty_trained,colacan01_indoor:1024,509,0.8238993564383141,0,0,3
multi_M78_empty_trained,colacan01_indoor:1536,508,0.8177315173834336,13,1,4
multi_M78_empty_trained,colacan01_indoor:2048,310,0.02622666222323578,298,5,202
multi_M78_empty_trained,colacan01_indoor:2560,495,0.8551515112242871,0,0,0
multi_M78_empty_trained,colacan04_indoor:0,336,0.4465611769646814,168,4,176
multi_M78_empty_trained,colacan04_indoor:512,231,0.8384980347719759,14,0,257
multi_M78_empty_trained,container01_indoor:0,447,0.9338649255767912,1,0,97
multi_M78_empty_trained,container01_indoor:544,174,0.887550004946203,3,0,42
multi_M78_empty_trained,cup08_indoor:0,436,0.8972697732251964,0,0,76
multi_M78_empty_trained,cup08_indoor:512,459,0.8805956535501365,1,0,53
multi_M78_empty_trained,cup08_indoor:1024,426,0.8794029545095898,0,0,0
multi_M78_empty_trained,cup10_indoor:0,509,0.9031442911742585,0,0,3
multi_M78_empty_trained,cup10_indoor:512,512,0.9209355668085197,6,0,0
multi_M78_empty_trained,cup10_indoor:1024,507,0.872615961293176,0,0,5
multi_M78_empty_trained,cup10_indoor:1536,472,0.7870622732406402,58,1,40
multi_M78_empty_trained,cup10_indoor:2048,147,0.8492022206011797,6,0,0
multi_M78_empty_trained,cup13_indoor:0,508,0.8460292470327241,2,0,4
multi_M78_empty_trained,cup13_indoor:512,466,0.6522776502027824,94,2,78
multi_M78_empty_trained,cup13_indoor:1056,507,0.8194495813324789,6,0,5
multi_M78_empty_trained,cup13_indoor:1568,177,0.7440800514590374,13,1,16
multi_M78_empty_trained,egg_indoor:0,442,0.11449006765213506,382,4,70
multi_M78_empty_trained,egg_indoor:512,512,0.7947990676247049,30,1,0
multi_M78_empty_trained,egg_indoor:1024,479,0.7883417718854216,50,1,33
multi_M78_empty_trained,egg_indoor:1536,512,0.897969740196492,13,1,0
multi_M78_empty_trained,egg_indoor:2048,512,0.85335450705078,0,0,0
multi_M78_empty_trained,egg_indoor:2560,497,0.8575152406150605,15,0,15
multi_M78_empty_trained,egg_indoor:3072,479,0.8713844806632975,0,0,0
multi_M78_empty_trained,flower02_wild:0,358,0.6236300198433651,90,1,154
multi_M78_empty_trained,flower02_wild:512,109,0.7268025609450591,13,0,34
multi_M78_empty_trained,flower03_indoor:0,367,0.8466362591326668,0,0,145
multi_M78_empty_trained,flower03_indoor:512,180,0.8532910379436557,0,0,51
multi_M78_empty_trained,flowerbasket_indoor:0,427,0.6143888961130075,132,1,85
multi_M78_empty_trained,flowerbasket_indoor:512,424,0.7458349209929415,65,1,64
multi_M78_empty_trained,ghostmask_indoor:0,464,0.8960420409258928,2,0,48
multi_M78_empty_trained,ghostmask_indoor:512,424,0.8213790460218405,5,0,88
multi_M78_empty_trained,ghostmask_indoor:1024,137,0.8608374404698864,4,0,3
multi_M78_empty_trained,glass03_indoor:0,429,0.3558105760047981,267,3,83
multi_M78_empty_trained,glass03_indoor:512,141,0.8697166969076241,11,1,21
multi_M78_empty_trained,mobilephone01_indoor:0,509,0.8970337813694649,0,0,3
multi_M78_empty_trained,mobilephone01_indoor:512,400,0.4488952920814006,193,5,144
multi_M78_empty_trained,mobilephone01_indoor:1056,308,0.8747390713469305,4,0,53
multi_M78_empty_trained,mobilephone02_indoor:0,422,0.8431504335457827,3,0,90
multi_M78_empty_trained,mobilephone02_indoor:512,188,0.8481432290698975,0,0,0
multi_M78_empty_trained,notebook02_indoor:0,512,0.9025509260300044,0,0,0
multi_M78_empty_trained,notebook02_indoor:512,461,0.878633310784001,2,0,51
multi_M78_empty_trained,notebook02_indoor:1024,471,0.8714393786454768,0,0,41
multi_M78_empty_trained,notebook02_indoor:1536,463,0.827540544011108,10,0,49
multi_M78_empty_trained,notebook02_indoor:2048,502,0.8764252835451937,11,0,10
multi_M78_empty_trained,notebook02_indoor:2560,85,0.9558679768589513,0,0,0
